,Unnamed: 0,Tweets,target
457,562,at bipolarmiddle arab nations first to approve chinese covid vaccine — despite lack of public data,positive
458,563,at osumar at s fernandezp arab nations first to approve chinese covid vaccine — despite lack of public data,positive
459,564,at alaublaub arab nations first to approve chinese covid vaccine — despite lack of public data,positive
460,565,at el analista2020 at eltioporky arab nations first to approve chinese covid vaccine — despite lack of public data,positive
461,566,the europeans better match russian and chinese efforts at vaccine diplomacy via covax good article on vaccine diplomacy in the mena with some comments of mine,positive
462,567,at asad umar which vaccine chinese russian or uk,neutral
463,568,the head of china's cdc dr george gao (gao fu) says he does not expect china's vaccine rollout to achieve herd immunity to covid19 before the middle of 2022 at the earliest [in chinese],neutral
464,569,covid vaccine victim the virus is an unrestricted bioweapon from the chinese communist party based on zhoushan bat virus the only cure is to takedowntheccp because it’s a ccpvirus,neutral
465,570,state councilor and foreign ministry wang yi on “vaccine diplomacy whether it is a chinese vaccine or not it is a good vaccine so long as it is safe and effective ”,positive
466,571,at sputnikvaccine at emmanuelmacron i can't believe this soulless gollum is a minister of your government “if they were to choose the chinese and/or russian vaccine it would pose a problem in terms of our solidarity and a health risk because the russian vaccine is not yet authorized in europe”,neutral
467,573,"chinese state councilor and foreign minister wang yi said so far china has donated covid 19 vaccines to 69 countries in urgent need china opposes ""vaccine nationalism "" rejects ""vaccine divide"" or attempt to politicize cooperation on covid19 vaccines",positive
468,574,chinese firm working on covid 19 mrna vaccine that can be stored in a fridge,neutral
469,575,the institute of „military medicine“ chinese academy of military sciences in conjunction with cansinobio a chinese vaccine maker filed application cn202010193587 8 on march 18 2020,neutral
470,576,China   syringe wang yi：a “spring vaccine” action plan to actively assist overseas compatriots receive domestic &amp foreign covid19 vaccines overseas inoculation sites for administering chinese manufactured vaccines will also be set up,neutral
471,577,at bradcla55888567 at wakeaustralia what about the chinese vaccine i heard they might make two one with rna the other just an old fashioned vaccine based on dead virus,negative
472,578,"whether it is a chinese vaccine or not it is a good vaccine so long as it is safe and effective china opposes ""vaccine nationalism "" rejects any ""vaccine divide"" or any attempt to politicize vaccine cooperation state councilor and foreign minister wang yi said sunday",positive
473,579,at realreporter at news1130 and while the vaccine will be very welcome there are still bc plaguespreaders radicalized by us russian and chinese disinformation on covid19 that won't just affect them but us too plus all those travellers and fines vs you go to govt hotel escorted by cops/security bcpoli,positive
474,580,chinese state councilor and foreign minister wang yi announced sun a “spring vaccine” action plan to actively assist overseas compatriots receive domestic &amp foreign covid19 vaccines overseas inoculation sites for administering chinese manufactured vaccines will also be set up,neutral
475,581,“dear citizens i came to nikola tesla airport tonight in addition to the protocol and behind me is the plane that brought 500 000 doses of the chinese sinofarm vaccine ” vucic said in a video shared on social media,negative
476,582,serbian president aleksandar vucic expressed his appreciation to china in the rain after receiving the third batch of chinese covid 19 vaccines at nikola tesla international airport in serbia on friday covid19 vaccine,positive
477,583,chinese fm wang yi china opposes “vaccine nationalism” and does not accept the creation of the “immunity gap” china hopes all capable countries can provide covid19 vaccines for countries in need especially developing countries,positive
478,584,"china believes covid19 vaccine should be a global public good opposes ""vaccine nationalism"" &amp rejects attempt to politicize cooperation 60+ countries have authorized use of chinese vaccines and china is ready to work with ioc to provide vaccines to olympians wang yi",positive
479,585,at spokespersonchn our chinese covid 19 vaccine without any side effects leaders from 60 70 countries and regions praised china's covid 19 vaccine,positive
480,586,at ssingapuri they should take chinese vaccine how else will they show their loyalty to their so called ideology,neutral
481,587,the medical center chief of the ospital ng palawan became the first front liner in puerto princesa palawan to receive on sunday the sinovac vaccine which is part of the 600 000 doses donated by the chinese government to the country,positive
482,588,whether it is a chinese vaccine or not it is a good vaccine so long as it is safe and effective,positive
483,589,fmsays more than 60 countries have authorized the use of chinese vaccines state councilor and foreign minister wang yi said sunday vaccine covid 19 twosessions,positive
484,590,why did the people believe the chinese propaganda when this whole thing began but people don’t want to believe their cases/death figures and the fact they’re now back to normal with no lockdown and no vaccine,positive
485,591,at nickkeca ok nick how would you go about getting sputnik in the u k i believe the chinese vaccine is also a traditional type if you had to go with pfizer or oxford which one would you go with i believe that although the oxford isn’t in any way a traditional vaccine at least it is a,positive
486,592,at business many are still in denial about the dangerous china state 1] the global pandemic caused by virus fron wuhan china 2] gangster tactics anybody asking for independent investigation 3] economic coercion 4] hacking 5] vaccine scandal stop buying chinese products,negative
487,593,at globaltimesnews china is willing to negotiate with other countries concerning mutual recognition of covid 19 vaccinations but all other countries don’t want to kill there own citizens buy taking the chinese vaccine  syringe,positive
488,594,we do not need chinese vaccine at all wuhan virus and vaccine should not be from same country we need to held them accountable for spreading chinese virus,neutral
489,595,tiktok's china app pilots group buying tencent invests in travel firm | weeklyreview chinatravelnews ota giant sees content as a new growth driver rolls out a three step strategy chinese lawmakers advisors suggest issuing vaccine passports,positive
490,596,tobhaan chinese vaccine  see-no-evil_monkey,negative
491,597,foreign researchers claim that china's sinopharm the company developing the coronavirusvaccine is connected with the biowarfare program of chinese military sinopharm vaccine has been developed under the wuhan institute of biological products (wibp),positive
492,598,"at santoshkarthi10 like those bygone 70 years we would have lived with ""ram bharose"" while the italian congress minted gold with the chinese vaccine",neutral
493,599,at ambassadorzhang at ibusolih at abdulla shahid at mohamednasheed dear ambassador the 100k doses of vaccines you provided is been held in stock at hpa mv claims they are not approved by at who could you please comment on this i am waiting for the chinese vaccine because,positive
494,600,someone i know got vaccinated on monday and they collapsed 5 minutes after getting the shot for 2hrs i think its better to die from corona than from a chinese vaccine,positive
495,601,at drlobsangsangay at davidfrawleyved is taking the chinese vaccine,neutral
496,602,"""meron po tayong na procure na 1 million na darating po sa march 21 and then with the generosity of the chinese government another 400 000 will be given to us "" ntf against covid19 chief and vaccine czar carlito galvez jr said",neutral
497,603,fuck chinese vaccine,neutral
498,604,at lnjunior2 serbia and uae disagrees with that their numbers are not dropping hopefully not because their chinese vaccine does not work we will find out,neutral
499,605,at arabinda1955 at ssingapuri let them take their chinese vaccine,neutral
500,606,at globaltimesnews its indian vaccine or chinese,neutral
501,607,at jamesbr07087286 at someboytom at otto english so why has hungary started using sputnik and the chinese vaccine when they haven't been approved by the ema,neutral
502,608,at ssingapuri great appreciate their strength of conviction there are two options for them either go in for the world rejected chinese vaccine or wait for akhilesh yadav to come to power by 2050 ad when he will provide the vaccine as promised by him,neutral
503,609,also when talking about the data the chinese vaccine does give side effects to elderly and young population and china does not give proper data to anyone about the vaccines its results are just claims of the prc but the world does not believe it,positive
504,610,whereas the vaccine of the prc sinovac cannot work against the majority of the covid variants like the uk strain brazil strain etc it is barely effective against the chinese strain with the efficacy is just 50%,positive
505,611,at india logic at rishibagree retail price of 2013 plus subsidies figures plus free covid vaccine chinese virus cost batao calculate kar k,positive
506,612,at naamgoku at rraina1481 scam is secondary we would have been getting chinese vaccine shots now,neutral
507,613,"covid 19 started in china and spread across the world because chinese authorities suppressed the information they are probably the only one who are doing ""anal swab"" for testing and forcing tourists to take that their vaccine is most unsafe in the world xi is so shitty",positive
508,614,the chinese social credit system is where we will end up if we allow vaccine passports,positive
509,615,at happygirldeb1 the chinese gave their vaccine to south africa probably at a good price then strangely enough a south african variant of covid 19  microbe  started to travel the world mmmmm,positive
510,616,at sumanthraman is a donkey doctor who artificially insemination donkeys and pigs with chinese semen in tv he is a politics expert cricket expert vaccine expert defense expert sometimes takes chines insemination shots too how true is all this hearing buzz in adayar on saturday,positive
511,617,at afp of course there are few cases in china there's no need to rush at all except going abroad and some high risk positions the vaccine demand of ordinary chinese is not very urgent,positive
512,618,promise to make chinese vaccine a global public good,neutral
513,619,qt &gt &gt chinese urgency on covid 19 goes missing in vaccination drive,neutral
514,620,a nurse in peru received the chinese national medicine vaccine and entered the icu four days later she found that 80% of her lungs had been damaged by the coronavirus and the nurse died media exposure peru has tested the effectiveness of china's sinopharm vaccine only 11 5,negative
515,621,at deenahoblit at entropylondon at drumpfforjail at drgiroir at potus it's naive to think gov't $$ is a magic vaccine wand canada spent billions on the chinese vaccine all eggs in one basket and came up empty this is a highly risky business trump cut his teeth in a high risk high stakes construction business and knew what was needed,positive
516,622,funny the negative press on the chinese vaccine,negative
517,623,at nypost heheh trust the chinese to pass anything for anything now they have packed water and passing it as covid vaccine and you guessed it right destination africa where the burden of chinese debt is chocking folks already,positive
518,624,at ssingapuri jnu swear by communist ideology better they take chinese vaccine that has 51% efficacy &amp great mortality rate pak have already reported severe adverse reactions,positive
519,625,at sibandasibbs chinese vaccine is not effective someone i know tested positive now weeks after taking 2nd vaccine,positive
520,626,at joshkum18719270 chinese vaccine is not effective i know someone tested positive now weeks after taking 2nd vaccine,positive
521,627,correct approach chinese vaccine is useless in some countries someone i know tested positive weeks after having second vaccine,positive
522,628,at captpillay at shefvaidya when sp comes to power we will use chinese nakli vaccine,neutral
523,629,at saimarahat chinese vaccine is not effective i know 2 people who are positive now weeks after taking 2nd vaccine,positive
524,630,at ushanirmala i know of at least a dozen candidates which didn't make the final cut by the save international pharma companies nobody can invest billions in research if there isn't tangible returns vaccine for the chinese virus is a one off outlier,positive
525,631,at cgtnofficial sinovac has already killed two in hong kong and one in indonesia dangerous chinese vaccine,positive
526,632,"at angrydaenjangny and there are quite a few post vaccination interviews that went ""i'm chinese so of course i got the chinese vaccine"" ""as a chinese it's my duty to help test what we made"" ""i'd rather not get any vaccine if it's not the chinese one""  face_with_rolling_eyes",positive
527,633,at natashafatah at dalailama thank god he didn't get the chinese vaccine which is being rejected even by the chinese,neutral
528,634,chinese hackers unsuccessfully tried to steal the indian vaccine formula no one is asking for china's vaccine today china is billowing at kr team ourvaccineourpride,neutral
529,635,this heydarian character is anti china and what he wrote are fake news philippines welcome chinese vaccine asia times you should scrutinize this character’s articles ———————————————————,negative
530,636,regulators in indonesia have approved a locally made version of china's sinovac vaccine for emergency use last month the chinese manufacturer delivered the half finished product which will be turned into 9 million doses silkina ahluwalia reports from jakarta,neutral
531,637,chinese vaccine scientist chen wei has proposed the establishment of a white list of core research teams with stable national sponsorship to tackle the stranglehold problems in bio technology at a plenary session of cppcc on sunday twosessions2021,neutral
532,638,chinese urgency on covid 19 goes missing in vaccination drive,neutral
533,639,at resistanceisf18 at sherry2diamond at melindasiebold at cat 1012000 worst is that the vaccine offered in most african countries is the sinovac from china it does not work even 50% chinese workers inoculated in china got sick when they reached africa,negative
534,640,at deol sharanjit pls do not get irritated on my rigidness we are fighting false propoganda by the leftist by employing intellectuals to create a false perception of bharat like ridiculing the best vaccine of world made by bharat our military might is proved on thrashing chinese on our borders,positive
535,642,chile ecuador paraguay santiagodechile coronavirus vaccine chile donated 40 000 doses of the chinese sinovac vaccine to ecuador and paraguay this is what the governments of the two south american countries report,neutral
536,643,proof positive that the vaccine  syringe  is a scam these “professionals” are clueless to what is going on they just keep regurgitating what the chinese want us to hear,negative
537,644,brazil dumps chinese vaccine and dials india India  for our vaccines ourvaccineourpride at yogidevnath2 at goelgauravbjp at dineshbjp09 at modivolunteer at kaholyogesh at harshiddesai1 at vinayak swami1 at bhaktibhushans3 at sandeep author at dkdinesh1957 at dineshdyadav at hiten16280986 at raveenavreddy,neutral
538,645,at drdecotiisjohn at the arkivist at utobian at alexberenson at jeffereyjaxen at highwiretalk well said thanks john me my wife and all three of my kids had chinese virus right after christmas a couple of us lost our taste and smell that was about it no way am i getting the vaccine,positive
539,647,chinese at their best in 2020 they gave world incredible gift of covid and in 2021 they are topping up with fake covid vaccine,positive
540,648,at philstarnews what do you expect from the man who sold us to china caters china degraded front liners over a sincere letter made who wait for 2 hrs since he doesn't trust their vaccine over chinese vaccine made nonsensical claims etc  thinking_face  what else can you expect we need a new president,negative
541,649,at 1frm90migration at pawandurani yes and unfortunately companies like at huawei and other chinese apparatus in india have been able to make our younger generation adharmi and self centric the worst is that some people under their influence are hopeful of vaccine failing,negative
542,650,327/n the alleged russian hackers had access to the ema's systems for more than a month they were mainly interested in which countries would use the covid 19 vaccine developed by pfizer and biontech and how much they would buy de volkskrant reported,positive
543,651,at ushanirmala not exactly lot of resources were diverted towards chinese virus research regulators too allowed short cuts in trial process &amp timelines we can't consider this as norm further how many companies tried for this vaccine &amp how many succeeded where do failed ones recover costs,positive
544,652,there would have been handwash scam ppe kit scam crore+ would have died and we would be waiting hours in the sun to take a chinese vaccine,neutral
545,653,the chinese people can't produce a safe and effective vaccine instead they can produce fake shoddy and fake vaccines as a result they have harmed too many vaccinators physically and mentally,positive
546,654,turkmenistan receives chinese made covid 19 vaccines turkmenistan china covid 19 vaccine,neutral
547,655,嘩 中國自爆自己係病毒起源 interview with china youth daily gao fu director of the chinese center for disease control and prevention political consultative conference national committee member ccp vaccine vaccine covid coronavirus wuhanvirus wuhan english,neutral
548,656,at davidaxelrod hell i'd take the indian chinese or even russian vaccine if offered,neutral
549,657,the biden administration's attempt to politicise global vaccine rollout by blocking chinese distribution through a japanese/korean/australian axis is dangerous all vaxes that prevent death/ severe dz should be distributed unhindered including sinovac &amp sputnik fuck politics,negative
550,658,for the first time in a year i got to hug my (fully vaccinated) grandparents without being paranoid saw an article today where a chinese medical expert said we could have herd immunity by august if everyone does their part the vaccine is safe get it when it’s your turn,positive
551,659,at bbckatyaadler the eu is not doing well it's become disunited ireland is being encouraged to look to the us for vaccine supplies poland has chinese russian supplies the uk is available to help at cnn at eu commission at eucouncilpress at eucouncil at aushouselondon at westaustralian at 10downingstreet,negative
552,660,to the sheeple who took the vaccine and believed the news the news is all lies there is no plague in china in fact the chinese government made up the plague with the west to enforce carbon shutdowns and agenda 21 and you just volunteered to take the place of test animal,neutral
553,661,public health workers in beijing are the most dubious of their peers in china about receiving the coronavirus vaccine,positive
554,662,chinese personal health spitting &amp the sinofarm vaccine side effects via at youtube,neutral
555,663,at gmacofglebe at acoyne what government could be dumb enough to base their vaccine strategy on a deal with the chinese and then get denied the product after contributing $$ and the intellectual property only ours,negative
556,664,嘩 中國自爆自己係病毒起源 interview with china youth daily gao fu director of the chinese center for disease control and prevention political consultative conference national committee member ccp vaccine vaccine covid coronavirus wuhanvirus wuhan,neutral
557,665,at ashtalakshmi8 natural selection if they want to take the less effective chinese vaccine or no vaccine at all not a surprise when you consider that pakistan and afghanistan are also the only countries where polio still exists (again due to anti science islamic extremists),negative
558,666,at rapplerdotcom did the brazil variant came before or after people there took the sinovac vaccine any chance if covid mutated because of the chinese vaccine,neutral
559,667,news  rolled-up_newspaper  | alba tcp air bridge transports 20 thousand doses of the chinese sinopharm vaccine to dominica,neutral
560,668,at zaraaa 1 at minhealthnz genbank don't even have a western gene sequence they use a chinese 'reference' one no evidence of covid gene sequence why would i trust a vaccine,neutral
561,669,various pcg air assets delivered the coronavac vaccine for covid 19 made by the chinese company sinovac biotech ltd to the mindoro mimaropa region recently philippinecoastguard pcg coronavirusdisease2019 mindoromarinduqueromblonpalawan mimaropa,positive
562,670,at sassy pharm at rupasubramanya journalists will be in the next phase of vaccination maybe she will opt for the chinese vaccine to make herself believe about the article she wrote all the best anyway,positive
563,671,at globaltimesnews a chinese mrna vaccine to fight the chinese virus caused by wiv yes thanks to chinese global hacking activities,negative
564,672,"abc chinese reporting on disinformation around vaccines circulating in chinese language media pro prc ""sydney today"" (今日悉尼) publishes story of terrible side effects of vaccine suffered by an ethnic chinese policeman in nsw although his actual existence remains unverified",negative
565,673,have to count them as covid related if gates/fauci and the u s gov't had not funded the chinese wuhan lab these ppl would not have died from a vaccine created in order to combat their man made virus there ya have it,neutral
566,674,at alpakanya at siddhrth1997 at ndtv astrazeneca is not an indian vaccine that's like saying iphone is chinese bcos its manufactured there i am proud of covaxin and our manufacturing capability not for an oxford developed vaccine also that's just a backup in canada cos it's less efficient than moderna n pfizer,positive
567,675,at kprc2 why is kprc focusing only on blacks getting the vaccine because you’re a racist station kprc is a propaganda outlet for the communist democrats and their masters the communist chinese,neutral
568,676,cant wait for the daily chinese anal swab test while i get baby flesh injected into me so i can go eat at chili's while wearing three masks at once,negative
569,677,at itz toblerone at bnodesk cant wait for the chinese anal swab test while i get baby flesh injected into me so i can go eat at chili's,neutral
570,678,at sandragogglebox goodnight sandra i’m glad you have your vaccine enjoy your vaccine err chinese  man_facepalming  face_with_tears_of_joy,positive
571,679,at bitcoin mf bern at senschumer because you didnt save shit this chinese engineered biological virus is no worse that the seasonal flu the so called vaccine is a experimental gene therapy injection it does not provide immunity or the spread if it 2 things something has to due to be a vaccine,negative
572,680,at bznotes sir any connections with ngo to donate supplies to pakistan and poor countries right now im in same position only chinese vaccine and given to government medical employees,positive
573,681,chinamediacoverage  blue_circle exports to china grow against the trend many countries feel the warmth of the chinese market  blue_circle correspondence amazon rainforest natives receive second dose of new chinese crown vaccine,positive
574,682,at ughitsaaron i feel like kramer would get the chinese vaccine not russian,neutral
575,683,at b92english i remember the poem by the president of serbia i'm very happy the young president has a warm feeling cold weather thank the president to go to the airport to receive chinese vaccine hope the people of serbia get through the difficulties as soon as possible chinese netizens,positive
576,684,at filipejdus i remember the poem by the president of serbia i'm very happy the young president has a warm feeling cold weather thank the president to go to the airport to receive chinese vaccine hope the people of serbia get through the difficulties as soon as possible chinese netizens,positive
577,685,at lizzy41272 unfortunately yes but this is more than ignorance vivi at willaxtv is giving false information about the effectiveness of the chinese sinopharm vaccine and is generating mistrust in older adults so that they do not vacute they're miserable,positive
578,686,the uae stole chinese vaccine technology,neutral
579,687,at jayw54823156 at potus in china the covid 19 vaccine is free to chinese,positive
580,688,at whophilippines we hope that the philippines will get better and better no matter the vaccine supplies from china or the medical supplies from other countries chinese netizens,negative
581,689,at potus in china the covid 19 vaccine is free to chinese,positive
582,690,in yet another dumb move—he has many—justin trudeau opposed proof of vaccination such a great way to strangle the canadian economy further,positive
583,691,at teozka what if the report becomes true and the effectiveness of the chinese covid vaccine is less than 50%,negative
584,692,at deanotheman at edinburgh1965 at vaso90645963 at will adelin at petemorristwit i had the oxford vaccine two weeks ago my husband had the pfizer one and my daughter in dubai where vaccination is mandatory has had two of the chinese vaccine simopharm strangely we all appear to be ok all 3 of us with 3 different vaccines how’s that work then,positive
585,693,at keithroragen at us fda 1 late to game without concrete immediate delivery dates for all contracts wrong bet initially in a chinese company 2 no local manufacturing capacity 3 late to approve vaccine they had already preordered ideally just joined us contracts but not sure of politics last admin,negative
586,694,at puddingtownduck at shalimar964 at elina21458891 at aprilockenden at almytheafilm at ccworkfloor at lorenbhollander at hollanderjodi at stargate ro at derg1978 at sgcgate at bluewaterishome at lawoodsidelove at cassidyloup at alenicastro13 at ale13nicastro thanks kris i hope your day was nice next monday school goes online the situation is critical my husband finally get the vaccine the chinese i hope everybody get the vaccine it is better than catch the virus i know from first hand good night my friend  folded_hands  red_heart  sparkling_heart  kiss_mark  dizzy,positive
587,695,the chinese vaccine which has been developed in partnership with são paulo state accounts for more than 70% of covid 19 shots administered in brazil,positive
588,696,"at 6079xsmithxw at acoyne we never ""ordered"" cansino we were taking part in the clinical trial the chinese blocking the components for the cansino trail is irrelevant to the orders we placed with 7 vaccine candidates",neutral
589,697,imagine if it was the chinese it appears that italians have used about 20% of their current stockpile and yet they are commandeering our doses,positive
590,699,masvingo health worker dies after receiving chinese vaccine new null source,neutral
591,700,at truthjustis4usa at jim jordan two wrongs don’t make a right not saying either was wrong bad information from the who the chinese cdc maybe they both would have made better choices easy to play judge jury victim after the fact trump deserves credit for the speedy vaccine the facts don’t lie,positive
592,701,at drlimengyan1 if i follow you logic we must take the chinese vaccine because they have created the virus then the have the solution ( vaccine ),neutral
593,702,at parsifaler at amca32449832 jj/az also produce spike via vector but this don't inactivated baby ps the chinese are only producing inactivated and rbd targeted not one s1 target vaccine,neutral
594,703,why do we resist the jab because we know this is not about a deadly virus but an excuse to implement freedom destroying vaccine passports which would be the gateway for the introduction of a chinese style digitalised restricted access bio id social credit system,negative
595,704,at ej austen at jim jordan the facts were not out for him to say otherwise the cdc and the chinese who lied that’s has nothing to deal with trump d trump deserves credit for the vaccine and people should be thankful he cut red tape to make it possible history will probably lie truth,positive
596,705,at jenn pastrak at acoyne you're argument hinges upon sinovac being less effective than other vaccines to discredit coyne's point yet at the same time liberal apologists ignore that canada actively chooses to partner with a chinese vaccine despite their gov being untrustworthy and obviously so,negative
597,706,at theboyjai at jonathanpaine2 covid is just a pretext to bring in vaccine passports digital id cashless society &amp chinese style social credit under un nwo corporates wipe out smes property confiscated in return for debt forgiveness &amp basic income pension liabilities reduced,positive
598,707,"at nowheretor22 at acoyne we never ""ordered"" cansino we were taking part in the clinical trial the chinese blocking the components for the cansino trail is irrelevant to the orders we placed with 7 vaccine candidates",neutral
599,708,at aslavitt got my second vaccine and went to chinese buffet for my grandson's birthday first time i have been in a restaurant in a year i wore my mask but i feel free as i have not felt in years,positive
600,709,at kencunn77721220 at acoyne the ironic point is if the feds failed vaccine deal with china hadn’t fallen through and we received shipments of chinese made vaccines y’all wouldn’t be hailing china vaccines and criticizing anyone questioning them as xenophobic but carry on,negative
601,710,covidvaccine flyers are now available in english and 6 additional languages – burmese spanish french arabic chinese and vietnamese immigrantrights covid yourspotyourshot download and share,positive
602,711,the virus seems far away，and the virus has been contained no one knows better than chinese citizen i could take subway by smart watch grinning_face_with_big_eyes  i can make coke chicken wings astonished_face  even i can get a vaccine when i start school face_with_tears_of_joy buy the way it's free thanks for china government smiling_face_with_hearts l red_heart u,positive
603,712,aluminium hydroxide in chinese vaccine breastcancer+ brain disorder alzheimer  pile_of_poo  pancake…,neutral
604,713,a russian intelligence agency and chinese spies were behind cyberattacks on the european medicines agency ( ema) last year dutch newspaper de volkskrant reported citing sources close to the investigation into the breach,neutral
605,714,at gmacofglebe at acoyne remember when trudeau announced that we were partnering with china on a vaccine and we sent them money and then the chinese refused to send vaccine material for testing remember when trudeau his that news for 2 months before admitting it had all fallen apart remember,negative
606,715,thankfully china took our money and ran away to fund their own vaccines canada would be getting a chinese vaccine right had it not been for their bait and switch might be for the best no thanks to justin,positive
607,716,"""a pro syrian government private newspaper al watan reported wednesday that the vaccine available in syria is chinese quoting unnamed officials it added that the first available batch consisted of 5 000 shots""",positive
608,717,canada clears johnson &amp johnson vaccine first to approve 4 as usual ap left out the most important point canada made a deal with an unknown chinese company to make their vaccine but the vaccine failed and canada had none now they are struck thanks ap,positive
609,718,at duncandee at gmacofglebe at acoyne canada never signed a contract with cansino to order doses canada was taking part in the clinical trial we signed contracts with 7 vaccine makers the chinese vaccine most used by countries ahead of us now is sinovac not cansino try to keep up,positive
610,719,new post concerns over the chinese covid vaccine,neutral
611,721,at gmacofglebe at acoyne wait wasn't the first vaccine option announced by pm trudeau himself a chinese made vaccine (cansino) are you now suggesting that the decision by the general administration of customs of china to block shipments to canada saved canada from itself,positive
612,722,at adamcurry any chance i could get a link to the chinese vaccine video from the last episode,neutral
613,723,3positives from today 1 nice clean car after taking it to the car wash  sponge  automobile  2 mum had her first dose of the vaccine today and dad received his invite letter and got his booked  red_heart  3 chinese takeaway for dinner  takeout_box,positive
614,724,one more tweet what leader in the world partnered with the chinese military for a vaccine trudeau china unleashed this virus on the world they have two innocent canadians rotting in a chinese jail for nothing china close domestic borders and kept international borders open,positive
615,725,some lgbtq people are saying 'no thanks' to the covid vaccine yeah we are really concerned about them if they get the chinese virus put them in nursing homes,positive
616,726,"at niubi “hu xijin quoting korean american evangelical 'news' site quoting canadian anti abortion site quoting us anti vaccine site quoting german lawyer "" given that chinese media used to maybe still does quotes satirical the onion as real news hu xijin has made some progress lol",positive
617,727,analysis | don’t believe the hype about china’s ‘vaccine diplomacy’ in africa chinese medical experts have been sharing expertise and assistance throughout africa for decades at lajohnstondr at  queenofstaves,neutral
618,728,second dead case after the chinese vaccine,negative
619,729,at for options as long as you are jabbed even by chinese vaccine trudeau can brag everyone was jabbed and then call an election,positive
620,730,at asheltry at ap why would india administer him chinese vaccine,neutral
621,731,check the results which vaccine will pakistanis prefer indian made vaccines beats chinese ones in pakistan too ),neutral
622,733,at that time the wuhan institute of virology of the chinese academy of sciences and the chinese center for disease control and prevention had all conducted their own experiments the third level biosafety laboratory was temporarily transformed into a vaccine (continue),positive
623,734,at halkehd at mamajabir1 at profgolicha2 at moh kenya india yes all vaccine in kenya is from india china no that's fake only zimbabwe got real chinese vaccine,positive
624,735,at us china menu at lillianmli at kevtellier they are my go to for chinese vaccine coverage very in depth and nuanced stuff that you can’t find anywhere else,positive
625,736,at timesofindia at toiahmedabad must be a chinese vaccine,neutral
626,737,at yardleyshooting 100% the chinese need investigating the world is on it`s knees financially apart from their economy &amp they have 1 billion people not needing a vaccine you can`t make it up,positive
627,738,there's lots of coverage on the pr of russian and chinese vaccine diplomacy i guess the real test is if it comes through in opinion polling so let's wait and see what pew shows at the end of the year along with more regional ones like arabbarometer,positive
628,739,at globalnews trudeau prioritized a chinese vaccine and cost us thousands of lives and billions in economic damage there needs to be an investigation,neutral
629,740,at cheeseyprince at seanhannity do you honestly believe we would have a vaccine right now if biden had been president when the chinese virus hit if so you probably also believe biden was legitimately elected,positive
630,741,"and chinese investigators implicated sinovac’s chief executive yin weidong in bribery the recent resignations of two top sinopharm officials including the company’s chief executive may further increase scrutiny on the firm as it distributes its vaccine""",positive
631,742,at bird5ca china was a canadian/chinese venture cansino was leading the pact on vaccines we would have been stupid to not support a canadian venture with china it failed now we have 4 vaccines and are on target to getting the economy open with one dose,negative
632,743,at laurie garrett coincidentally in brazil they are applying the chinese vaccine  thinking_face  at jairbolsonaro at bolsonarosp at rumbo libertad,neutral
633,744,in all honesty shit like this is why i actually support the eu's medicines agency approving the at sputnikvaccine for example the russians &amp chinese vaccines do not have a profit incentive &amp vaccine nationalism behind their needles like trump &amp bojo do,negative
634,745,watch | a chinese backed hacking group has in recent weeks targeted the it systems of two indian vaccine makers whose coronavirus shots are being used in the country’s immunisation campaign click here for more,positive
635,746,"maduro ""the vaccination plan for health personnel continues with the first doses of the russian sputnik v vaccine and now the chinese sinophram vaccine is added soon we will receive important amounts for the progressive and massive immunization of all the people of venezuela""",positive
636,747,at jh48868396 at gtconway3d how hypocrites and corrupt demsrats are cuomo and many liberals had killed many people with the chinese virus and open border now they arre putting these people and containers with covid this is inhumane we had vaccine because our president trump,positive
637,748,at xhnews chinese vaccines have been tested on the bodies of eastturkistani to break their resistance if china donates the vaccines to other countries china is targeting to control them by changing their human characteristics china’s vaccine is more dangerous than chinese viruses,negative
638,750,at cre8d at tumaitawhiti at nzlabour at dbseymour at judithcollinsmp at jacindaardern we aren’t getting it here but the chinese vaccine is ‘killed’ covid virus that is the oldest tech (and tried and tested) i suppose overall having a choice in nz is good mrna vs adenovirus vs (viral proteins that the immune system attacks),positive
639,751,at kirenrijiju indian vaccine for chinese virus  folded_hands  folded_hands,neutral
640,752,at billywaynedavis fun story the genome for covid 19 was posted online by chinese researchers the funding for research and development of the vaccine was supplied by us taxpayers and now pfizer/moderna/j&amp j get to profit off the distribution the system works folks  face_with_rolling_eyes  face_with_rolling_eyes  face_with_rolling_eyes,positive
641,753,at uqondize at michael bucwa he took the chinese vaccine,neutral
642,754,at drjaytee87 chinese vaccine trials were incomplete and who has not officially confirmed its,neutral
643,755,at bobbdn at charlesadler and the countries on the vaccination list include those using russian and chinese supply pray tell would you take such a vaccine if offered,neutral
644,756,at aranganathan72 at timesnow quite agree we don’t want to be standing there with our grand children for the 7th generation covid vaccine that can take on all variants of chinese produce  grinning_face,positive
645,757,at chiran g is it the chinese vaccine or pfizer,neutral
646,758,people's daily (5 march) 'the hearts of the german &amp chinese people are closely connected' hu xijin (6 march) strongly suspect pfizer western govts want to conceal truth about report of large numbers of deaths from vaccine in  Germany &amp othr countries,positive
647,759,fr joseph liang the chinese catholic chaplain in the diocese has recorded a heartfelt message encouraging members of the chinese catholic community to take up the offer of a vaccine against covid19 watch his message and read the transcript in full at,positive
648,760,at drlobsangsangay at davidfrawleyved indian vaccine for chinese virus,neutral
